unique_id,regulatory_status,report_type,ingredient_category,ingredient,adulterant,fraud_type,pub_year,detection_method,ref,inline_ref
34295,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,Orange pulpwash,Replacement,1980,UV/Vis absorption and fluorescence excitation and emission analysis,Petrus DR & Attaway JA. 1980. Visible and ultraviolet absorption and fluorescence excitation and emission characteristics of Florida orange juice and orange pulpwash: detection of adulteration. J Assoc Off Anal Chem 63(6):1317-1331.,Petrus and Attaway 1980
35056,Food Ingredients,Scholarly,Sweeteners,Honey,Corn syrup,Replacement,1980,"Multiple methods including IRMS  (13C/12C) on carbohydrate fraction, TLC sugars, and determination of hydroxymethylfurfural",White JW. 1980. Detection of honey adulteration by carbohydrate analysis. Journal of the Association of Official Analytical Chemists 63(1):11-18.,White 1980
35093,Food Ingredients,Scholarly,Sweeteners,Honey,Invert sugar syrups,Replacement,1980,"Multiple methods including IRMS  (13C/12C) on carbohydrate fraction, TLC sugars, and determination of hydroxymethylfurfural",White JW. 1980. Detection of honey adulteration by carbohydrate analysis. Journal of the Association of Official Analytical Chemists 63(1):11-18.,White 1980
34242,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Blackberry juice concentrate,Plum juice,Replacement,1982,HPLC and GC for sugars and organic acids fingerprinting,"Wrolstad RE, Culbertson JD, Cornwell CJ & Mattick LR. 1982. Detection of adulteration in blackberry juice concentrates and wines. Journal of the Association of Official Analytical Chemists 65(6):1417-1423.",Wrolstad and others 1982
34281,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,Mixture of high-fructose corn syrup and water,Replacement,1982,IRMS  (13C/12C),"Doner LW, Bills DD, Carro O, Drimmie R, Fritz P, Gearing JN, Hillaire-Marcel C, Parker PL, Reeseman FM, Smith BN & Ziegler H. 1982. Mass spectrometric 13C/12C determinations to detect high fructose corn syrup in orange juice: collaborative study. J Assoc",Doner and others 1982
34927,Food Ingredients,Scholarly,Animal feed,Fish meal,Melamine,Replacement,1982,Wet-chemical method with UV detection,Cattaneo P & Cantoni C. 1982. On the presence of melamine in fish meals. Tecnica Molitoria 33(1):17-18.,Cattaneo and Cantoni 1982
34294,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,Orange pulpwash,Replacement,1983,"Analysis of nitrate, sulfate, phenolics, carbohydrates, protein, pectin, UV/Vis absorption characteristics, minerals and carotenes","Park GL, Byers JL, Pritz CM, Nelson DB, Navarro JL, Smolensky DC & Vandercook CE. 1983. Characteristics of california navel orange juice and pulpwash. Journal of Food Science 48(2):627-632.",Park and others 1983
34299,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,Sodium benzoate fortified orange pulpwash,Replacement,1983,HPLC for detection of sodium benzoate (tracer added to pulpwash),Fisher JF. 1983. High-performance liquid chromatographic determination of sodium benzoate when used as a tracer to detect pulpwash adulteration of orange juice. J Agric Food Chem 31(1):66-68.,Fisher 1983
36515,Food Ingredients,Scholarly,Protein-based ingredients,Potato protein,Melamine,Replacement,1983,HPLC,"Bisaz, R., Kummer, A. 1983. Determination of 2,4,6-Triamino-1,3,5-triazine (Melamine) in potatoe proteins. Mitt. Gebiete Lebesnm. Hyg. 74: 74-79.",Bisaz and Kummer 1983
34864,Food Ingredients,Scholarly,Other,Coffee,"Roasted, ground barley",Replacement,1984,Photoacoustic spectroscopy,"Cesar CL, Vargas H, Lima CAS, Mendes Filho J & Miranda LCM. 1984. On the use of photoacoustic spectroscopy for investigating adulterated or altered powdered coffee samples. Journal of Agricultural and Food Chemistry 32(6):1355-1358.",Cesar and others 1984
34866,Food Ingredients,Scholarly,Other,Coffee,"Roasted, ground corn",Replacement,1984,Photoacoustic spectroscopy,"Cesar CL, Vargas H, Lima CAS, Mendes Filho J & Miranda LCM. 1984. On the use of photoacoustic spectroscopy for investigating adulterated or altered powdered coffee samples. Journal of Agricultural and Food Chemistry 32(6):1355-1358.",Cesar and others 1984
34867,Food Ingredients,Scholarly,Other,Coffee,"Roasted, ground parchment",Replacement,1984,Photoacoustic spectroscopy,"Cesar CL, Vargas H, Lima CAS, Mendes Filho J & Miranda LCM. 1984. On the use of photoacoustic spectroscopy for investigating adulterated or altered powdered coffee samples. Journal of Agricultural and Food Chemistry 32(6):1355-1358.",Cesar and others 1984
34117,Food Ingredients,Media,"Wines, musts, spirits, liquors, and vinegars",Wine,Diethylene glycol,Addition,1985,NR,"Molotsky I. 1985. Popular windes found to hold toxic chemical. The New York Times. http://www.nytimes.com/1985/11/01/us/popular-wines-found-to-hold-toxic-c.... Accessed May 1, 2011.",Molotsky 1985
34258,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Lemon juice,Citric acid (C4 or paraffin derived),Replacement,1985,IRMS (13C/12C) on citric acid isolated from juice,Doner LW. 1985. Carbon isotope ratios in natural and synthetic citric acid as indicators of lemon juice adulteration. Journal of Agricultural and Food Chemistry 33(4):770-772.,Doner 1985
34260,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Lemon juice,Mixture of sugars (C4 derived),Replacement,1985,IRMS (13C/12C) on sugars isolated from juice,Doner LW. 1985. Carbon isotope ratios in natural and synthetic citric acid as indicators of lemon juice adulteration. Journal of Agricultural and Food Chemistry 33(4):770-772.,Doner 1985
34518,Food Ingredients,Scholarly,Milk,Milk (powder),Whey,Replacement,1985,GE on proteins,"Basch JJ, Douglas Jr FW, Procino LG, Holsinger VH & Farrell Jr HM. 1985. Quantitation of caseins and whey proteins of processed milks and whey protein concentrates, application of gel electrophoresis, and comparison with harland-ashworth procedure. Journa",Basch and others 1985
34205,Food Ingredients,Scholarly,Flavor chemicals,Ethyl butyrate (natural),Synthetic ethyl butyrate,Replacement,1986,Radiocarbon (14C) analysis,"Byrne B, Wengenroth KJ & Kruger DA. 1986. Determination of adulterated natural ethyl butyrate by carbon isotopes. Journal of Agricultural and Food Chemistry 34(4):736-738.",Byrne and others 1986
34661,Food Ingredients,Scholarly,Oils,Olive oil,Oil from non-authentic botanical origin rich in linoleic acid,Replacement,1986,HPLC for triglycerides fingerprinting,Kapoulas VM & Andrikopoulos NK. 1986. Detection of olive oil adulteration with linoleic acid-rich oils by reversed-phase high-performance liquid chromatography. Journal of Chromatography A 366:311-320.,Kapoulas and Andrikopoulos 1986
34665,Food Ingredients,Scholarly,Oils,Olive oil,Olive pomace oil,Replacement,1986,Wax esters (adulterant markers) by GC,Mariani C & Fedeli E. 1986. Detection of extraction oils in pressed oils. Note 1. Rivista Italiana delle Sostanze Grasse 63(1):3-17.,Mariani and Fedeli 1986
34846,Food Ingredients,Scholarly,Other,Cocoa powder,Carob powder,Replacement,1986,GC for pinitol (adulterant marker),"Baumgartner S, Genner-Ritzmann R, Haas J, Amado R & Neukom H. 1986. Isolation and identification of cyclitols in carob pods (Ceratonia siliqua L.). Journal of Agricultural and Food Chemistry 34(5):827-829.",Baumgartner and others 1986
34283,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,"Mixture of sugar (corn, beet, or cane) and water",Replacement,1987,IRMS  (13C/12C) and (2H/1H) on sugars isolated from juice,Bricout J & Koziet J. 1987. Control of the authenticity of orange juice by isotopic analysis. Journal of Agricultural and Food Chemistry 35(5):758-760.,Bricout and Koziet 1987
33884,Food Ingredients,Media,"Cereals, grains, and pulses",Wheat,"Nitrogen containing fertilizers (urea, ammonia, or ammonia salts)",Replacement,1988,NR,McDonald CE & Bruns CJ. 1988. Error in near infrared and Kjeldahl protein results from treatment of wheat grain with compounds used as nitrogen fertilizers. Cereal Food World 33(4):367-369.,McDonald and Bruns 1988
33896,Food Ingredients,Media,"Fruit juices, concentrates, jams, purees, and preserves",Apple juice,"Mixture of water, sweeteners, flavorings, and colors",Replacement,1988,NR,Buder L. 1988. 2 former executives of Beech-Nut guilty in phony juice case. The New York Times.,Buder 1988
33897,Food Ingredients,Media,"Fruit juices, concentrates, jams, purees, and preserves",Apple juice,"Mixture of water, sweeteners, flavorings, and colors",Replacement,1988,NR,Traub J. 1988. Into the mouths of babes. The New York Times.,Traub 1988
33898,Food Ingredients,Media,"Fruit juices, concentrates, jams, purees, and preserves",Apple juice,"Mixture of water, sweeteners, flavorings, and colors",Replacement,1988,NR,Modeland V. 1988. Juiceless baby juice leads to full-length justice. FDA Consumer (June).,Modeland 1988
34271,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,Grapefruit juice,Replacement,1988,HPLC fingerprinting with chemometrics for 32 authentic carotenoid and flavone constituents,"Perfetti GA, Joe FL, Jr., Fazio T & Page SW. 1988. Liquid chromatographic methodology for the characterization of orange juice. J Assoc Off Anal Chem 71(3):469-473.",Perfetti and others 1988
34301,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,Sodium benzoate fortified orange pulpwash,Replacement,1988,HPLC fingerprinting with chemometrics for 32 authentic carotenoid and flavone constituents,"Perfetti GA, Joe FL, Jr., Fazio T & Page SW. 1988. Liquid chromatographic methodology for the characterization of orange juice. J Assoc Off Anal Chem 71(3):469-473.",Perfetti and others 1988
34852,Food Ingredients,Scholarly,Other,Cocoa powder,Soybean flour,Replacement,1988,Protein determination,Tomris A & Meral G. 1988. The detection of soybean flour in cocoa powder. Journal of Food Quality 10(5):295-298.,Tomris and Meral 1988
34853,Food Ingredients,Scholarly,Other,Cocoa powder,Soybean meal,Replacement,1988,Protein determination,Altug T & Gonul M. 1988. The detection of soybean flour in cocoa powder. Journal of Food Quality 10(5):295-298.,Altug and Gonul 1988
33902,Food Ingredients,Media,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,"Mixture of beet sugar, corn sugar, monosodium glutamate, ascorbic acid, potassium sulfate, orange pulp wash, grapefruit solids, and a byproduct from a water distillation system",Replacement,1989,NR,Blumenthal D & Holland L. 1989. Orange juice: pure or adulterated? - Bodine Inc. FDA Consumer (Dec.-Jan.).,Blumenthal and Holland 1989
34266,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,Beta-apo-8'-carotenal,Replacement,1989,Carotenoids fingerprinting by HPLC,"Philip T, Chen TS & Nelson DB. 1989. Detection of adulteration of California orange juice concentrates with externally added carotenoids by liquid chromatography. Journal of Agricultural and Food Chemistry 37(1):90-95.",Philip and others 1989
34267,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,Beta-carotene,Replacement,1989,Carotenoids fingerprinting by HPLC,"Philip T, Chen TS & Nelson DB. 1989. Detection of adulteration of California orange juice concentrates with externally added carotenoids by liquid chromatography. Journal of Agricultural and Food Chemistry 37(1):90-95.",Philip and others 1989
34268,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,Citrus peel extract,Replacement,1989,Carotenoids fingerprinting by HPLC,"Philip T, Chen TS & Nelson DB. 1989. Detection of adulteration of California orange juice concentrates with externally added carotenoids by liquid chromatography. Journal of Agricultural and Food Chemistry 37(1):90-95.",Philip and others 1989
34280,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,Marigold flower extract (Tagetes erecta),Addition,1989,Carotenoids fingerprinting by HPLC,"Philip T, Chen TS & Nelson DB. 1989. Detection of adulteration of California orange juice concentrates with externally added carotenoids by liquid chromatography. Journal of Agricultural and Food Chemistry 37(1):90-95.",Philip and others 1989
34304,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,Tangerine or mandarin juice,Replacement,1989,Carotenoids fingerprinting by HPLC,"Philip T, Chen TS & Nelson DB. 1989. Detection of adulteration of California orange juice concentrates with externally added carotenoids by liquid chromatography. Journal of Agricultural and Food Chemistry 37(1):90-95.",Philip and others 1989
34418,Food Ingredients,Scholarly,Milk,Milk (fluid),Pea protein,Replacement,1989,1D GE on proteins,Schoonderwoerd M & Misra V. 1989. Detection and quantitation of pea and soy-derived proteins in calf milk replacers. Journal of Dairy Science 72(1):157-161.,Schoonderwoerd and Misra 1989
34430,Food Ingredients,Scholarly,Milk,Milk (fluid),Soy protein,Replacement,1989,1D GE on proteins,Schoonderwoerd M & Misra V. 1989. Detection and quantitation of pea and soy-derived proteins in calf milk replacers. Journal of Dairy Science 72(1):157-161.,Schoonderwoerd and Misra 1989
34437,Food Ingredients,Scholarly,Milk,Milk (fluid),Whey,Replacement,1989,Wolfschoon-Pombo phosphomolybdate method for casein-bound phorphorus; TCA-Kjeldahl for protein nitrogen content,Wolfschoon-Pombo AF & Furtado MAM. 1989. Detection of adulteration of pasteurised milk with whey by determination of the casein-bound phosphorus and protein nitrogen content. Zeitschrift für Lebensmitteluntersuchung und -Forschung A 188(1):16-21.,Wolfschoon-Pombo and Furtado 1989
35051,Food Ingredients,Scholarly,Sweeteners,Honey,C4 sugars,Replacement,1989,IRMS (13C/12C) on isolated proteins,White JW & Winters K. 1989. Honey protein as internal standard for stable carbon isotope ratio detection of adulteration of honey. Journal of the Association of Official Analytical Chemists 72(6):907-911.,White and Winters 1989
35142,Food Ingredients,Scholarly,"Wines, musts, spirits, liquors, and vinegars",Grape wine (Vitis vinifera),Grape wine from non-authentic botanical origin,Replacement,1989,GC for free amino acid fingerprinting (authentic and adulterant markers),Vasconcelos AMP & Chaves das Neves HJ. 1989. Characterization of elementary wines of Vitis vinifera varieties by pattern recognition of free amino acid profiles. Journal of Agricultural and Food Chemistry 37(4):931-937.,Vasconcelos and Chaves das Neves 1989
36547,Food Ingredients,Scholarly,Other,Coffee (instant),Coffee husks,Replacement,1989,Sugars profile by HPLC,"Blanc, M. B., Davis, G. E., Parchet, J. M., & Viani, R. (1989). Chromatographic profile of carbohydrates in commercial soluble coffees. Journal of Agricultural and Food Chemistry, 37(4), 926-930. http://pubs.acs.org/doi/abs/10.1021/jf00088a022",Blanc and others 1989
36548,Food Ingredients,Scholarly,Other,Coffee (instant),Carmalized sugar,Replacement,1989,Sugars profile by HPLC,"Blanc, M. B., Davis, G. E., Parchet, J. M., & Viani, R. (1989). Chromatographic profile of carbohydrates in commercial soluble coffees. Journal of Agricultural and Food Chemistry, 37(4), 926-930. http://pubs.acs.org/doi/abs/10.1021/jf00088a023",Blanc and others 1989
36549,Food Ingredients,Scholarly,Other,Coffee (instant),Maltodextrin,Replacement,1989,Sugars profile by HPLC,"Blanc, M. B., Davis, G. E., Parchet, J. M., & Viani, R. (1989). Chromatographic profile of carbohydrates in commercial soluble coffees. Journal of Agricultural and Food Chemistry, 37(4), 926-930. http://pubs.acs.org/doi/abs/10.1021/jf00088a024",Blanc and others 1989
33885,Food Ingredients,Media,"Cereals, grains, and pulses",Wheat,Urea,Replacement,1990,NR,Folkenberg J. 1990. Spiked wheat - Schuler Grain Co. uses additive to artificially boost the protein content of its wheat. FDA Consumer (December).,Folkenberg 1990
34157,Food Ingredients,Scholarly,"Cereals, grains, and pulses","Wheat pasta (durum, Triticum durum)",Common wheat (Triticum aestivum),Replacement,1990,HPLC for gliadins fingerprinting,"McCarthy PK, Scanlon BF, Lumley ID & Griffin M. 1990. Detection and quantification of adulteration of durum wheat flour by flour from common wheat using reverse phase HPLC. Journal of the Science of Food and Agriculture 50(2):211-226.",McCarthy and others 1990
34163,Food Ingredients,Scholarly,Dairy products and milk derivatives,Butter,Margarine,Replacement,1990,NIR for specific absorption bands,"Sato T, Kawano S & Iwamoto M. 1990. Detection of foreign fat adulteration of milk fat by near infrared spectroscopic method. Journal of Dairy Science 73(12):3408-3413.",Sato and others 1990
34425,Food Ingredients,Scholarly,Milk,Milk (fluid),Soy milk,Replacement,1990,ELISA immunoassay for adulterant protein marker,Hewedy MM & Smith CJ. 1990. Modified immunoassay for the detection of soy milk in pasteurized skimmed bovine milk. Food Hydrocolloids 3(6):485-490.,Hewedy and Smith 1990
